Año,Categoría,Materia,id_resol,Empresa denunciada,Criterios aplicables,Medios probatoriosCargo,Medios probatorios Descargo,Cuestiones,Normativa,Multas,Medidas correctivas,Configuración del Tribunal,Decisión,Amonestaci�n
2013,Pérdida de equipaje,RECURSO DE REVISIÓN,0609-2013/SPC-INDECOPI,TRANSPORTES LÍNEA S.A.,"Si bien el alegato antes referido aparentemente plantea un presunto error de derecho al hacer cuestionamientos sobre la carga probatoria, lo cierto es que la pretensión del recurrente está dirigida a que se reevalué nuevamente su caso concreto a fin de alcanzar un pronunciamiento que le sea favorable, sin embargo dado que ello excede las excede los fines del recurso excepcional de revisión regulado por el Código, el cual orienta su análisis a cuestiones de puro derecho, corresponde declarar improcedente el recurso de revisión en este extremo.",0,0,0,Código de Protección y Defensa del Consumidor,0,0,Julio Baltazar Durand Carrión Hernando Montoya Alberti Ana Asunción Ampuero Miranda Alejandro José Rospigliosi Vega Javier Francisco Zúñiga Quevedo,0,
2013,Pérdida de equipaje,IDONEIDAD DEL SERVICIO TRANSPORTE TERRESTRE,0754-2013/SPC-INDECOPI,Empresa de Transporte Flores Hermanos S.R.L.,"Por consiguiente, considerando que la Comisión incurrió en un error material, corresponde enmendar tal error, señalando que el recurso impugnativo que procedía contra la resolución de primera instancia era el de apelación, de acuerdo al artículo 38º del Decreto Legislativo 807, Ley de Facultades, Normas y Organización del INDECOPI D. Leg. 8076, y su interposición suspendía la ejecución del acto impugnado, preservando el derecho de la doble instancia alegado por Transportes Flores. Por las consideraciones expuestas, corresponde declarar improcedente el recurso de apelación del señor Butrón en este punto, pues no cuenta con legitimidad para cuestionar el extremo de la graduación de la sanción de la resolución venida en grado. Respecto a que la Comisión no tuvo en cuenta, para sostener que la probabilidad de detección era baja, que su representada cumplió con su deber de corroborar al destinatario de la encomienda, debe señalarse que tal alegato carece de objeto analizarlo en la medida que la conducta infractora ya había quedado acreditada e, incluso, no fue materia de apelación por la propia empresa. Sin perjuicio de ello, resulta oportuno señalar que este Colegiado sí considera que la probabilidad de detección de la infracción era baja, en la medida que el consumidor, antes que la autoridad administrativa, estaba en mejor posición para tomar conocimiento de la conducta infractora cometida. En el presente caso, de la revisión de los medios probatorios obrantes en el expediente, la Sala advierte que, según Factura Nº 0138705 del 11 de diciembre de 2010, el señor Butrón adquirió una serie de productos “Herbalife” por el monto de S/. 14 225,4120. Asimismo, aprecia una Boleta de envío con Nº 792436, en el cual se consignó “8 cajas” y “Puno” y una frase que termina con: “sin constatar el contenido”21 correspondiente al contrato de encomienda celebrado con Transportes Flores el mismo día de la adquisición de los productos “Herbalife” (11 de diciembre de 2010). Finalmente, observa un Informe Pericial respecto al cuaderno de cargos de Transportes Flores en el cual se aprecia una imagen escaneada del referido cuaderno y en ella se evidencia lo siguiente: “792436/8 cajas/Galo F. Butrón Cárdenas/80/15-12- 2010”22, información que justamente hace referencia a la ocho cajas del señor Butrón que fueron transportadas en calidad de encomienda por la denunciada.",Factura N° 0138705 Boleta de envío N° 792436,0,0,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI Código de Protección y Defensa del Consumidor Ley No. 27444 Ley del Procedimiento Administrativo General Reglamento Nacional de Ferrocarriles D. Supremo 032-2005-MTC D. Supremo No. 009-2004-MTC Reglamento Nacional de Administración de Transportes Código Procesal Civil",5 UIT,0,Julio Baltazar Durand Carrión Hernando Montoya Alberti Alejandro José Rospigliosi Vega Javier Francisco Zúñiga Quevedo,0,
2013,Pérdida de equipaje,RECURSO DE REVISIÓN,0789-2013/SPC-INDECOPI,EMPRESA DE TRANSPORTE TURISMO LIBERTADORES E.I.R.L.,"En atención a lo desarrollado a lo largo de la presente resolución, se observa que la Comisión no ha emitido aún un pronunciamiento decisorio sobre la responsabilidad de Turismo Libertadores sobre la falta de atención del reclamo interpuesto por el señor Linares ni respecto de la exoneración de costas y costos de la denunciada, sino que, únicamente, ha indicado que el ORPS debe realizar una nueva imputación de cargos y emita un nuevo fallo considerando el extremo de la falta de atención del reclamo. Asimismo, el ORPS evaluará en el nuevo pronunciamiento la solicitud de costas y costos del señor Linares considerando los dos extremos denunciados (pérdida de equipaje y falta de atención al reclamo). De lo anterior, incluso se desprende que, una vez el ORPS expida su pronunciamiento respecto del extremo sobre la presunta responsabilidad de Turismo Libertadores respecto a la falta de atención del reclamo del denunciante y respecto a la solicitud de costas y costos del señor Linares, de ser desfavorable para una o ambas partes, éstas tendrán expedito su derecho de interponer un recurso de apelación contra dicha resolución y, en ese orden, ante la resolución de segunda instancia, interponer el recurso de revisión a condición de que este aluda a errores de derecho contenidos en la última.",0,0,0,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI Código de Protección y Defensa del Consumidor Ley No. 27444 Ley del Procedimiento Administrativo General Directiva 002-2001/TRI-INDECOPI",0,0,Julio Baltazar Durand Carrión Hernando Montoya Alberti Ana Asunción Ampuero Miranda Alejandro José Rospigliosi Vega Javier Francisco Zúñiga Quevedo,0,
2013,Pérdida de equipaje,RECURSO DE REVISIÓN IMPROCEDENCIA,0878-2013/SPC-INDECOPI,TURISMO CIVA S.A.C.,"En efecto, de la resolución de Comisión se desprende que el alegato de Civa referido a una supuesta acción de terceros que habría originado la pérdida del equipaje no se encontraba acreditado en el procedimiento, toda vez que los documentos que obraban en el expediente únicamente daban cuenta de que la puerta de la bodega del bus había sido violentada. En tal sentido, un pronunciamiento de la Sala sobre dicho alegato, requeriría de una nueva valoración de medios probatorios a fin de constatar las circunstancias en que se produjo la pérdida del equipaje del señor Scher, análisis que excede los fines del recurso de revisión regulado por el Código, conforme a lo señalado precedentemente.",0,0,0,Código de Protección y Defensa del Consumidor Ley No. 27444 Ley del Procedimiento Administrativo General,0,0,Hernando Montoya Alberti Ana Asunción Ampuero Miranda Alejandro José Rospigliosi Vega Javier Francisco Zúñiga Quevedo,0,
2013,Pérdida de equipaje,IDONEIDAD DEL SERVICIO,0918-2013/SPC-INDECOPI,TRANSPORTES GM INTERNACIONAL S.A.C.,"Al ser el señor Isla propietario y destinatario del equipo topográfico materia de encomienda, posee legitimidad para denunciar las infracciones a las normas de protección al consumidor que se hayan podido presentar durante la ejecución del servicio prestado por Transportes G M. Por consiguiente, corresponde desestimar el alegato de la apelante en este extremo. Sobre el particular, debe señalarse que tal sustento para desvirtuar los hechos imputados en su contra no resiste el menor análisis, en la medida que la eventual demora para recoger una encomienda por parte del consumidor no guarda relación de causalidad alguna con el incumplimiento de la entrega de la encomienda a su destinatario. En efecto, independientemente de que el consumidor demore cuatro días en recoger su encomienda, lo cierto es que la empresa se encontraba obligada a entregar dicha encomienda única y exclusivamente a su destinatario. En consecuencia, tal argumento debe ser desestimado. Al respecto, cabe destacar que los proveedores tienen la libertad de fijar sus precios como crean conveniente24. No obstante, debe señalarse que ellos están en la obligación de internalizar dentro de sus precios los costos que impliquen la seguridad y custodia de los bienes que transportan en calidad de encomienda, justamente para evitar situaciones como las acaecidas en el presente procedimiento pues, de lo contrario, tienen que responder por los bienes que le son dejados en custodia. Así, lo resuelto por la primera instancia no hace de la resolución impugnada un mal precedente, en la medida que esta -tal como se ha mencionado en párrafos anteriores- se circunscribió a dictar en el caso en concreto una medida correctiva que revierta los efectos negativos de la infracción.",Factura N° 002-0001854 Denuncia penal,Cuaderno de cargo,0,Código de Protección y Defensa del Consumidor Ley No. 27444 Ley del Procedimiento Administrativo General Reglamento Nacional de Ferrocarriles D. Supremo 032-2005-MTC D. Supremo No. 009-2004-MTC Reglamento Nacional de Administración de Transportes Código Procesal Civil Constitución Política del Perú,1 UIT,0,Julio Baltazar Durand Carrión Hernando Montoya Alberti Alejandro José Rospigliosi Vega Javier Francisco Zúñiga Quevedo,1,
2013,Pérdida de equipaje,RECURSO DE REVISIÓN,1340-2013/SPC-INDECOPI,EMPRESA DE TRANSPORTE TURÍSTICO OLANO S.A.,"Cabe resaltar que en vía de revisión la Sala hace suyo el razonamiento de la Comisión sobre qué situaciones quedaron acreditadas en el expediente, centrando su análisis exclusivamente en su calificación jurídica; es decir, en verificar si en relación con dichos eventos, la Comisión dejó de aplicar la norma o el precedente pertinente, aplicó la norma impertinente o, pese a aplicar la norma pertinente, le dio una interpretación inexacta. En tal sentido, al formular un recurso de revisión, el recurrente no puede pretender la reevaluación de circunstancias de hecho o de los medios probatorios presentados por las partes a lo largo del procedimiento. Así, al no calificar los cuestionamientos planteados por la recurrente como errores de derecho que permitan resolver el presente recurso, tales alegatos no son pasibles de ser revisados por esta instancia, ya que exceden los fines del recurso de revisión regulado por el Código.",0,0,0,Código de Protección y Defensa del Consumidor,0,0,Julio Baltazar Durand Carrión Hernando Montoya Alberti Ana Asunción Ampuero Miranda Alejandro José Rospigliosi Vega Javier Francisco Zúñiga Quevedo,0,
2013,Pérdida de equipaje,IDONEIDAD DEL SERVICIO TRANSPORTE TERRESTRE,1583-2013/SPC-INDECOPI,EMPRESA DE TRANSPORTES EL DORADO S.A.C.,"Por las consideraciones expuestas, toda vez que la denunciada reconoció la falta de adopción de las medidas de seguridad dentro de su establecimiento, corresponde confirmar la resolución venida en grado en el extremo que declaró fundada la denuncia contra El Dorado por infracción del artículo 19° del Código, al haber quedado acreditado que la denunciada no cumplió: (i) verificar la identidad de los pasajeros que abordaron el ómnibus; y, (ii) revisar si los pasajeros portaban consigo armas de fuego, punzocortantes, inflamables, explosivos, corrosivos, venenosos o similares, antes de que estos ingresaran al ómnibus. Por consiguiente, corresponde confirmar la resolución recurrida en el extremo que declaró fundada la denuncia contra El Dorado por infracción del artículo 150° del Código, al haber quedado acreditado que la denunciada no contaba con el libro de reclamaciones a disposición de los consumidores. Asimismo, cabe agregar que la conducta infractora, si bien no generó daños en concreto a los pasajeros, sí ocasionó un grave e inminente riesgo en el servicio que ofrecía a los pasajeros. En efecto, El Dorado expuso la vida y seguridad de los pasajeros frente a posibles siniestros o accidentes al no haber adoptado las medidas de seguridad correspondientes. La denunciada hizo caso omiso de las medidas de seguridad correspondientes. De no sancionarse a la denunciada por los hechos denunciados, se estaría enviando señales erradas en el mercado. De ahí que la multa no resultaba excesiva en este extremo.
Sin perjuicio de lo señalado precedentemente, este Colegiado estima que a la infracción referida a no contar con el libro de reclamaciones le corresponde la imposición de una multa de 1 UIT a cada una, teniendo en cuenta que: (i) El beneficio ilícito esperado no es elevado, pues solo consiste en la falta de adquisición del libro de reclamaciones y la colocación del respectivo aviso; (ii) la probabilidad de detección de la infracción es elevada, pues ante la posibilidad de interponer un reclamo, el consumidor o la autoridad administrativa podrán verificar inmediatamente que el infractor no ha cumplido con cualquiera de estas obligaciones impuestas por el Código; y, (iii) los efectos en el mercado están sujetos a la expansión de este tipo de conductas entre los proveedores, lo que causaría la vulneración del derecho del consumidor a registrar sus reclamos y a conocer que el establecimiento cuenta con el respectivo libro para ello, no obstante, su impacto en el mercado no ha quedado acreditado en el procedimiento aunque tuviese aptitud para ello.",0,0,0,Código de Protección y Defensa del Consumidor D. Supremo 011-2011-PCM Reglamento del Libro de Reclamaciones Ley No. 27444 Ley del Procedimiento Administrativo General,7 UIT,0,Julio Baltazar Durand Carrión Hernando Montoya Alberti Ana Asunción Ampuero Miranda Silvia Lorena Hooker Ortega,0,
2013,Pérdida de equipaje,RECURSO DE REVISIÓN,1676-2013/SPC-INDECOPI,Empresa de Transportes Royal Palaces S.A.,"Se declara fundado el recurso de revisión planteado por Empresa de Transportes Royal Palace´s S.A. contra la Resolución 90-2013/INDECOPILAL, pues dicho órgano colegiado omitió pronunciarse sobre la transacción extrajudicial presentada por la recurrente, a la cual arribó con los denunciantes el 28 de noviembre de 2012. En consecuencia, corresponde ordenar a la segunda instancia que evalúe la transacción extrajudicial presentada por la recurrente y que emita un pronunciamiento final considerando los criterios expuestos en la presente Resolución.",0,0,0,Código de Protección y Defensa del Consumidor Ley No. 27444 Ley del Procedimiento Administrativo General,0,0,Julio Baltazar Durand Carrión Hernando Montoya Alberti Ana Asunción Ampuero Miranda Alejandro José Rospigliosi Vega Javier Francisco Zúñiga Quevedo,0,
2013,Pérdida de equipaje,IDONEIDAD DEL SERVICIO TRANSPORTE TERRESTRE,2135-2013/SPC-INDECOPI,EMPRESA DE TRANSPORTES TURISMO APÓSTOL SAN PEDRO E.I.R.L.,"Considerando que la señora Rojas omitió la declaración del contenido de su equipaje – tampoco existen indicios de que quiso declarar y fue impedida de ello – ni se estableció el peso del mismo, debe aplicarse lo establecido en los artículos 76.12.4º y 76.12.5º del D. Supremo No. 009-2004-MTC Reglamento Nacional de Administración de Transportes: La Comisión ordenó a la denunciada que cumpla con pagar a favor de la denunciante el monto de S/. 300,00. No obstante, de conformidad con lo dispuesto en la normativa sectorial, correspondía ordenar la entrega de la suma de S/. 150,00, por ser el resultado de la multiplicación de la cuarta parte del valor del pasaje adquirido por la señora Rojas6 (S/. 30,00/4 = S/. 7,50), por el peso que debía asumirse por mandato de la ley, esto es, 20 kilogramos.",0,0,0,Código de Protección y Defensa del Consumidor D. Supremo No. 009-2004-MTC Reglamento Nacional de Administración de Transportes,1 UIT,0,Julio Baltazar Durand Carrión Hernando Montoya Alberti Ana Asunción Ampuero Miranda Alejandro José Rospigliosi Vega Javier Francisco Zúñiga Quevedo,0,
2013,Pérdida de equipaje,RECURSO DE REVISIÓN,2763-2013/SPC-INDECOPI,EMPRESA DE TRANSPORTES RONCO PERÚ S.A.C.,"Bajo este contexto, como puede apreciarse, el recurso de revisión de Transportes Ronco versa sobre cuestiones de puro derecho, relativas a determinar si la Comisión -en efecto- debió aplicar e interpretar los artículos citados en el párrafo anterior, en los términos planteados por la recurrente, y de ese modo, declarar la conclusión del procedimiento a consecuencia del desistimiento formulado por la señora Córdova. Por tanto, debe considerarse cumplido el primer requisito de procedencia de la revisión, esto es, “Que el recurrente alegue un presunto error de derecho contenido en laDecisiónde la Comisión”. De una lectura de la Resolución 726-2013/CC2, se advierte que la Comisión -en virtud del escrito de desistimiento de la señora Córdova- aceptó tal desistimiento, sin embargo declaró fundada la denuncia y, en consecuencia, sancionó a la empresa denunciada con una multa de 1 UIT. En vía de revisión, Transportes Ronco cuestionó que la segunda instancia -en atención al mismo escrito- no haya observado los artículos precitados en los términos expuestos, pues de haberlo hecho, habría declarado la conclusión y el archivo del presente procedimiento. En tal sentido, la inclinación por una u otra posición pudo incidir en el pronunciamiento emitido por la Comisión, por lo que la Sala considera que se ha cumplido con el segundo requisito de procedencia del recurso de revisión. En ese orden de ideas, en el caso en concreto, si bien la señora Córdova presentó un escrito de desistimiento de la pretensión en mérito a una transacción extrajudicial a la que arribó con la denunciada respecto a los hechos denunciados, debe señalarse que tal escrito fue presentado con posterioridad al pronunciamiento de la autoridad administrativa (el ORPS), por lo que -de acuerdo a lo señalado en párrafos precedentes- la denunciante solo podía disponer de lo que se encontraba dentro de su esfera de control, vale decir las medidas correctivas y la condena al pago de las costas y costos. En efecto, conforme al criterio de la Sala, la multa pertenece a un ámbito ajeno a la esfera del desistimiento, razón por la cual esta no puede estar comprendida dentro de la esfera de disposición de la parte denunciante en mérito a su solicitud de desistimiento respecto a la pretensión y al procedimiento. Esta es la interpretación que se está realizando del artículo 189° de la Ley del Procedimiento Administrativo General. Tal como se ha señalado precedentemente (ver supra 20), una vez que el administrado infractor haya sido sancionado por la autoridad administrativa, el eventual desistimiento que se presente por parte del denunciante no afecta ni determina la conclusión del procedimiento especializado en protección al consumidor, pues la autoridad administrativa debe actuar conforme a su competencia en la persecución de la probable infracción a las normas de protección al consumidor; siendo que, en dicho escenario, el denunciante sólo podrá disponer, en mérito a su desistimiento, de los derechos subjetivos accesorios a la sanción, más no de esta.",0,0,0,Código de Protección y Defensa del Consumidor Ley No. 27444 Ley del Procedimiento Administrativo General,0,0,Hernando Montoya Alberti Julio Baltazar Durand Carrión Alejandro José Rospigliosi Vega Javier Francisco Zúñiga Quevedo,0,
2013,Pérdida de equipaje,RECURSO DE REVISIÓN IMPROCEDENCIA,2958-2013/SPC-INDECOPI,EMPRESA DE TRANSPORTES RONCO PERÚ S.A.C.,"Por tanto, la falta de aplicación del supuesto que regula la suspensión del procedimiento alegado en el recurso de revisión, exige que se analicen y evalúen los medios probatorios aportados al procedimiento, las cuales constituyen propiamente circunstancias de hecho, siendo que a través del recurso de revisión únicamente pueden examinarse cuestiones de puro derecho, por lo que el recurso de revisión deviene improcedente.Bajo ese contexto, resulta importante destacar que en vía de revisión está descartada la evaluación de cuestiones puramente fácticas, pues la Sala debe su análisis exclusivamente en la calificación jurídica efectuada por la segunda instancia administrativa. Por ende, este Colegiado no puede pronunciarse nuevamente sobre los hechos y medios probatorios aportados por las partes Por las razones expuestas, corresponde declarar improcedente el recurso de revisión formulado por Transportes Ronco Perú contra la Resolución 169-2013/INDECOPI-PIU, pues la recurrente no cumplió con sustentar la existencia de errores de derecho, limitándose a cuestionar la valoración de medios probatorios.",0,0,0,"Código de Protección y Defensa del Consumidor Ley No. 27444 Ley del Procedimiento Administrativo General DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI",0,0,Hernando Montoya Alberti Julio Baltazar Durand Carrión Ana Asunción Ampuero Miranda Alejandro José Rospigliosi Vega Javier Francisco Zúñiga Quevedo,0,
2013,Pérdida de equipaje,IDONEIDAD DEL SERVICIO TRANSPORTE TERRESTRE,3235-2013/SPC-INDECOPI,EMPRESA DE TRANSPORTES TURISMO PARAMONGA S.A.,"En ese orden de ideas, al haber sustentado el señor Príncipe la falta de idoneidad en el servicio prestado, correspondía a Turismo Paramonga desvirtuar los alegatos y medios de prueba presentados por el denunciante, sin embargo dicha empresa no ha presentado medio de prueba alguno en ese sentido. En efecto, si bien Turismo Paramonga ha cuestionado los alegatos de la contraparte, señalando que cumplió con brindar al denunciante la atención debida por la pérdida del equipaje e incluso, le ofreció que se realizarían las investigaciones del caso, no ha aportado al procedimiento prueba alguna que acredite sus afirmaciones. Por tanto, la Sala concluye que los meros alegatos de la denunciada no son suficientes para eximirse de responsabilidad respecto a los hechos denunciados. A fin de determinar la medida correctiva aplicable al presente caso, la normativa sectorial que regula la actividad que desarrolla el proveedor denunciado ha otorgado ciertas garantías (de carácter legal) a los usuarios que se ven perjudicados por el extravío de su equipaje pero cuyo contenido se ignora. En efecto, el artículo 76.2.12° del D. Supremo No. 009-2004-MTC Reglamento Nacional de Administración de Transportesha dispuesto que ante los casos de pérdida, deterioro o sustracción del equipaje entregado a la empresa de transportes, esta debe indemnizarlo14. Para tales, continua la norma, cuando no se hubiera establecido el peso del equipaje (como en el presente caso) se asumirá como tal el peso de 20 Kg. En este punto, resulta oportuno indicar que esta garantía legal dispuesta sectorialmente establece las condiciones mínimas a partir de las cuales el proveedor puede establecer sus condiciones y términos propios ante el extravío o deterioro, por ejemplo, del equipaje de sus usuarios.",Ticket N° 4401,Guía de Remisión 0010-0002157,0,Código de Protección y Defensa del Consumidor Ley No. 27444 Ley del Procedimiento Administrativo General D. Supremo No. 009-2004-MTC Reglamento Nacional de Administración de Transportes Código Procesal Civil,4 UIT,0,Hernando Montoya Alberti Ana Asunción Ampuero Miranda Alejandro José Rospigliosi Vega Javier Francisco Zúñiga Quevedo,1,
2013,Pérdida de equipaje,RECURSO DE REVISIÓN,3469-2013/SPC-INDECOPI,EMPRESA DE TRANSPORTES Y TURISMO BARRANCA S.A.,"En ese orden de ideas, la conducta consistente en la pérdida del equipaje de uno de los pasajeros que contratan el servicio de transporte de pasajeros, constituye una infracción al deber de idoneidad, en tanto un consumidor que contrata el servicio de transporte terrestre, entregando en custodia su equipaje a la empresa de transportes que le brinda el servicio, espera legítimamente que al llegar al lugar de destino dicha empresa le entregue el equipaje que le confió; por tanto, el hecho consistente en la pérdida del equipaje de un pasajero hace no idóneo al servicio de transporte prestado por la empresa, configurándose una infracción al artículo 19° del Código. En ese sentido, se aprecia que la Comisión denegó la solicitud de informe oral formulada por la recurrente, sustentando suDecisiónen que ésta tuvo la oportunidad de plantear su posición ante los hechos denunciados y ejercer su derecho de defensa durante el procedimiento, señalando adicionalmente, que contaba con elementos de juicio suficientes para pronunciarse sobre los hechos denunciados, por lo que motivó adecuadamente su negativa de convocar a informe oral. Cabe agregar que en el presente caso, el ORPS puso en conocimiento de la denunciada la imputación exacta que se hizo en su contra y la norma específica que se vulneró con dicha conducta a fin de que el administrado pudiera estar en la posibilidad de discutirlos en el transcurso del procedimiento y ejercer así su derecho de defensa, no obstante la denunciada no formuló descargo alguno, señalando que hizo uso de su derecho constitucional de guardar silencio.",0,0,0,Código de Protección y Defensa del Consumidor Ley No. 27444 Ley del Procedimiento Administrativo General,0,0,Hernando Montoya Alberti Julio Baltazar Durand Carrión Ana Asunción Ampuero Miranda Alejandro José Rospigliosi Vega Javier Francisco Zúñiga Quevedo,0,
2013,Pérdida de equipaje,RECURSO DE REVISIÓN INCUMPLIMIENTO DE MEDIDA CORRECTIVA,3444-2013/SPC-INDECOPI,MÓVIL TOURS S.A.,"De los fundamentos que sustentan el recurso de revisión en el presente extremo, se advierte que el recurrente no alegó el presunto error de derecho en el que incurrió la Comisión, limitándose únicamente a reiterar los argumentos expuestos en su recurso de apelación respecto al motivo de la demora en el incumplimiento de la medida correctiva, lo cual fue considerado por las instancias anteriores al momento de resolver. Asimismo, se advierte que los argumentos del recurso de revisión presentado están orientados a que la autoridad administrativa realice un nuevo examen de la graduación de la sanción realizada por la Comisión en segunda instancia, lo que involucraría una verificación de las consideraciones de hecho que condujeron a fijar la multa impuesta. En consecuencia no resulta posible amparar los alegatos de la recurrente ante esta instancia, puesto que por la inherente reevaluación de hechos y pruebas perseguida con el recurso planteado, se desnaturalizaría el carácter excepcional del recurso de revisión, en tanto que excedería los fines bajo los que el mismo es regulado por el Código.",0,0,0,Código de Protección y Defensa del Consumidor Ley No. 27444 Ley del Procedimiento Administrativo General,0,0,Hernando Montoya Alberti Julio Baltazar Durand Carrión Ana Asunción Ampuero Miranda Alejandro José Rospigliosi Vega Javier Francisco Zúñiga Quevedo,0,
2013,Pérdida de equipaje,IDONEIDAD DEL SERVICIO TRANSPORTE TERRESTRE,3609-2013/SPC-INDECOPI,EMPRESA DE TRANSPORTES RONCO PERÚ S.A.C.,"En el presente caso, se aprecia en la resolución apelada que, pese a que Transportes Ronco alegó que la pérdida del equipaje de la denunciante no le resultaba imputable, debido a que fue víctima de un asalto en la carretera, siendo además que la denunciada presentó medios probatorios sobre lo alegado, como la denuncia policial respectiva7, la Comisión no valoró la misma, ni realizó el análisis correspondiente para determinar si el defecto verificado resultaba o no imputable a la denunciada, limitándose a considerar dicho medio probatorio únicamente para la comprobación del defecto, concluyendo con ello en la comisión de una infracción al deber de idoneidad por parte de la denunciada. De acuerdo a lo señalado, la resolución apelada incurre en una causal de nulidad, pues carece de una debida motivación, al no haber considerado en la misma el extremo referido a la imputabilidad a la denunciada del defecto en la prestación del servicio, siendo fundamental realizar dicho análisis para determinar la responsabilidad del proveedor y por tanto la existencia o no de infracción.
Por lo expuesto, corresponde declarar la nulidad parcial de la Resolución 377-2013/INDECOPI-PIU, por defectos en la motivación, en el extremo que declaró fundada la denuncia contra Transportes Ronco por la pérdida del equipaje de la denunciante y ordenar a la Comisión que emita un nuevo pronunciamiento sobre el particular, tomando en cuenta lo señalado en la presente resolución.",0,0,0,Ley No. 27444 Ley del Procedimiento Administrativo General,0,0,Julio Baltazar Durand Carrión Ana Asunción Ampuero Miranda Silvia Lorena Hooker Ortega Julio Carlos Lozano Hernández,0,
2014,Pérdida de equipaje,IDONEIDAD CLÁUSULAS ABUSIVAS PROTECCIÓN MÍNIMA DEL CONTRATO,3839-2014/SPC-INDECOPI,TRANSPORTES LÍNEA S.A.,"En atención a lo expuesto, corresponde confirmar el pronunciamiento venido en grado, que declaró fundada la denuncia contra Línea en el extremo analizado por infracción del artículo 66º del Código, al no haber acreditado que en el momento del acaecimiento de los hechos denunciados, permitía a los pasajeros transferir la titularidad del servicio contratado. En este orden de ideas, el hecho que en los supuestos de que los usuarios ejerzan su derecho potestativo de postergar la fecha del viaje con una anticipación de 6 ó 2 horas, la empresa denunciada haya decidido cobrar un monto determinado, no constituye una conducta vedada por el ordenamiento de protección al consumidor, por la sencilla razón de que no está obligada a aceptar postergaciones realizadas por debajo del plazo legal de 24 horas y, por ende, si en ejercicio de su autonomía contractual permite dicha posibilidad, resulta legítimo que opte por cobrar el regargo que considere adecuado. Siendo así, es pertinente acotar que, lejos de negar la existencia del boleto analizado con los grafemas de tamaño inferior al requerido normativamente, la apelante centró su defensa en la existencia de condiciones contractuales que cumplirían con lo establecido en el artículo 47º del Código, pretendiendo probar sus afirmaciones con las impresiones de las fotos analizadas a propósito del extremo relativo a la posibilidad de transferir la titularidad del servicio contratado, por lo que deben ser desvirtuadas sobre la base de las mismas consideraciones vertidas a propósito de este (sobre las cuales ver supra, numeral 11). En vista de las consideraciones vertidas, esta Sala considera que la Comisión, al establecer la ausencia de responsabilidad de Línea en relación con la caducidad del boleto de viaje en los términos expuestos, incurrió en una motivación aparente, por lo que, en atención a lo previsto en el artículo 10º de la LPAG, corresponde declarar la nulidad de la resolución apelada, que declaró infundada la denuncia contra Línea en el extremo analizado por presunta infracción del artículo 66º.7 del Código, disponiendo que la primera instancia emita un nuevo pronunciamiento sobre el particular, teniendo en cuenta lo señalado en la presente Resolución. Ahora bien, el hecho que Línea haya establecido que el pasajero que pretenda embarcarse en las condiciones señaladas pierda su derecho a viajar y que, adicionalmente, pierda su derecho a la devolución del valor del pasaje constituye una regla que, a criterio de este Colegiado, en el caso concreto no debe calificarse como abusiva, pues es el resultado del legítimo ejercicio de la autonomía contractual del proveedor denunciado ante la existencia de una circunstancia que, como se ha visto, no debía permitir y que legítimamente puede “penalizar”. Ante ello, la Sala considera pertinente acotar que los daños al pasajero derivados de caso fortuito (como podrían ser los que son consecuencia de un asalto o de vandalismo), fuerza mayor, o negligencia del mismo consumidor (como podrían ser los casos de mal embalaje) constituyen especies de lo que se conoce como causas no imputables al deudor de una relación obligatoria (como la de consumo), las cuales, en nuestro ordenamiento jurídico24, son circunstancias que impiden fundar su responsabilidad por la falta de ejecución de la prestación que es objeto de la obligación, esto es, por su incumplimiento, en la medida que una condición básica para establecer dicha responsabilidad no se presenta: la imputabilidad del incumplimiento.",0,0,0,Código de Protección y Defensa del Consumidor Ley No. 27444 Ley del Procedimiento Administrativo General Código Civil,0,0,Julio Baltazar Durand Carrión Alejandro José Rospigliosi Vega Ana Asunción Ampuero Miranda Javier Francisco Zúñiga Quevedo,0,
